,Survived,Pclass,Name,Sex,Siblings/Spouses Aboard,Parents/Children Aboard,Fare
426,1,3,Mr. Berk (Berk Trembisky) Pickard,male,0,0,8.05
427,1,1,Mr. Mauritz Hakan Bjornstrom-Steffansson,male,0,0,26.55
428,1,3,Mrs. Percival (Florence Kate White) Thorneycroft,female,1,0,16.1
429,1,2,Mrs. Charles Alexander (Alice Adelaide Slow) Louch,female,1,0,26.0
430,0,3,Mr. Nikolai Erland Kallio,male,0,0,7.125
431,0,1,Mr. William Baird Silvey,male,1,0,55.9
432,1,1,Miss. Lucile Polk Carter,female,1,2,120.0
433,0,3,Miss. Doolina Margaret Ford,female,2,2,34.375
434,1,2,Mrs. Sidney (Emily Hocking) Richards,female,2,3,18.75
435,0,1,Mr. Mark Fortune,male,1,4,263.0
436,0,2,Mr. Johan Henrik Johannesson Kvillner,male,0,0,10.5
437,1,2,Mrs. Benjamin (Esther Ada Bloomfield) Hart,female,1,1,26.25
438,0,3,Mr. Leon Hampe,male,0,0,9.5
439,0,3,Mr. Johan Emil Petterson,male,1,0,7.775
440,1,2,Ms. Encarnacion Reynaldo,female,0,0,13.0
441,1,3,Mr. Bernt Johannesen-Bratthammer,male,0,0,8.1125
442,1,1,Master. Washington Dodge,male,0,2,81.8583
443,1,2,Miss. Madeleine Violet Mellinger,female,0,1,19.5
444,1,1,Mr. Frederic Kimber Seward,male,0,0,26.55
445,1,3,Miss. Marie Catherine Baclini,female,2,1,19.2583
446,1,1,Major. Arthur Godfrey Peuchen,male,0,0,30.5
447,0,2,Mr. Edwy Arthur West,male,1,2,27.75
448,0,3,Mr. Ingvald Olai Olsen Hagland,male,1,0,19.9667
449,0,1,Mr. Benjamin Laventall Foreman,male,0,0,27.75
450,1,1,Mr. Samuel L Goldenberg,male,1,0,89.1042
451,0,3,Mr. Joseph Peduzzi,male,0,0,8.05
452,1,3,Mr. Ivan Jalsevac,male,0,0,7.8958
453,0,1,Mr. Francis Davis Millet,male,0,0,26.55
454,1,1,Mrs. Frederick R (Marion) Kenyon,female,1,0,51.8625
455,1,2,Miss. Ellen Toomey,female,0,0,10.5
456,0,3,Mr. Maurice O'Connor,male,0,0,7.75
457,1,1,Mr. Harry Anderson,male,0,0,26.55
458,0,3,Mr. William Morley,male,0,0,8.05
459,0,1,Mr. Arthur H Gee,male,0,0,38.5
460,0,2,Mr. Jacob Christian Milling,male,0,0,13.0
461,0,3,Mr. Simon Maisner,male,0,0,8.05
462,0,3,Mr. Manuel Estanslas Goncalves,male,0,0,7.05
463,0,2,Mr. William Campbell,male,0,0,0.0
464,0,1,Mr. John Montgomery Smart,male,0,0,26.55
465,0,3,Mr. James Scanlan,male,0,0,7.725
466,1,3,Miss. Helene Barbara Baclini,female,2,1,19.2583
467,0,3,Mr. Arthur Keefe,male,0,0,7.25
468,0,3,Mr. Luka Cacic,male,0,0,8.6625
469,1,2,Mrs. Edwy Arthur (Ada Mary Worth) West,female,1,2,27.75
470,1,2,Mrs. Amin S (Marie Marthe Thuillard) Jerwan,female,0,0,13.7917
471,0,3,Miss. Ida Sofia Strandberg,female,0,0,9.8375
472,0,1,Mr. George Quincy Clifford,male,0,0,52.0
473,0,2,Mr. Peter Henry Renouf,male,1,0,21.0
474,0,3,Mr. Lewis Richard Braund,male,1,0,7.0458
475,0,3,Mr. Nils August Karlsson,male,0,0,7.5208
476,1,3,Miss. Hildur E Hirvonen,female,0,1,12.2875
477,0,3,Master. Harold Victor Goodwin,male,5,2,46.9
478,0,2,Mr. Anthony Wood Frost,male,0,0,0.0
479,0,3,Mr. Richard Henry Rouse,male,0,0,8.05
480,1,3,Mrs. (Hedwig) Turkula,female,0,0,9.5875
481,1,1,Mr. Dickinson H Bishop,male,1,0,91.0792
482,0,3,Miss. Jeannie Lefebre,female,3,1,25.4667
483,1,1,Mrs. Frederick Maxfield (Jane Anne Forby) Hoyt,female,1,0,90.0
484,0,1,Mr. Edward Austin Kent,male,0,0,29.7
485,0,3,Mr. Francis William Somerton,male,0,0,8.05
486,1,3,Master. Eden Leslie Coutts,male,1,1,15.9
487,0,3,Mr. Konrad Mathias Reiersen Hagland,male,1,0,19.9667
488,0,3,Mr. Einar Windelov,male,0,0,7.25
489,0,1,Mr. Harry Markland Molson,male,0,0,30.5
490,0,1,Mr. Ramon Artagaveytia,male,0,0,49.5042
491,0,3,Mr. Edward Roland Stanley,male,0,0,8.05
492,0,3,Mr. Gerious Yousseff,male,0,0,14.4583
493,1,1,Miss. Elizabeth Mussey Eustis,female,1,0,78.2667
494,0,3,Mr. Frederick William Shellard,male,0,0,15.1
495,0,1,Mrs. Hudson J C (Bessie Waldo Daniels) Allison,female,1,2,151.55
496,0,3,Mr. Olof Svensson,male,0,0,7.7958
497,0,3,Mr. Petar Calic,male,0,0,8.6625
498,0,3,Miss. Mary Canavan,female,0,0,7.75
499,0,3,Miss. Bridget Mary O'Sullivan,female,0,0,7.6292
500,0,3,Miss. Kristina Sofia Laitinen,female,0,0,9.5875
501,1,1,Miss. Roberta Maioni,female,0,0,86.5
502,0,1,Mr. Victor de Satode Penasco y Castellana,male,1,0,108.9
503,1,2,Mrs. Frederick Charles (Jane Richards) Quick,female,0,2,26.0
504,1,1,Mr. George Bradley,male,0,0,26.55
505,0,3,Mr. Henry Margido Olsen,male,0,0,22.525
506,1,3,Mr. Fang Lang,male,0,0,56.4958
507,1,3,Mr. Eugene Patrick Daly,male,0,0,7.75
508,0,3,Mr. James Webber,male,0,0,8.05
509,1,1,Mr. James Robert McGough,male,0,0,26.2875
510,1,1,Mrs. Martin (Elizabeth L. Barrett) Rothschild,female,1,0,59.4
511,0,3,Mr. Satio Coleff,male,0,0,7.4958
512,0,1,Mr. William Anderson Walker,male,0,0,34.0208
513,1,2,Mrs. (Amelia Milley) Lemore,female,0,0,10.5
514,0,3,Mr. Patrick Ryan,male,0,0,24.15
515,1,2,Mrs. William A (Florence Agnes Hughes) Angle,female,1,0,26.0
516,0,3,Mr. Stefo Pavlovic,male,0,0,7.8958
517,1,1,Miss. Anne Perreault,female,0,0,93.5
518,0,3,Mr. Janko Vovk,male,0,0,7.8958
519,0,3,Mr. Sarkis Lahoud,male,0,0,7.225
520,1,1,Mrs. Louis Albert (Ida Sophia Fischer) Hippach,female,0,1,57.9792
521,0,3,Mr. Fared Kassem,male,0,0,7.2292
522,0,3,Mr. James Farrell,male,0,0,7.75
523,1,2,Miss. Lucy Ridsdale,female,0,0,10.5
524,0,1,Mr. John Farthing,male,0,0,221.7792
525,0,3,Mr. Johan Werner Salonen,male,0,0,7.925
526,0,2,Mr. Richard George Hocking,male,2,1,11.5
527,1,2,Miss. Phyllis May Quick,female,1,1,26.0
528,0,3,Mr. Nakli Toufik,male,0,0,7.2292
529,0,3,Mr. Joseph Jr Elias,male,1,1,7.2292
530,1,3,Mrs. Catherine (Catherine Rizk) Peter,female,0,2,22.3583
531,0,3,Miss. Marija Cacic,female,0,0,8.6625
532,1,2,Miss. Eva Miriam Hart,female,0,2,26.25
533,0,1,Major. Archibald Willingham Butt,male,0,0,26.55
534,1,1,Miss. Bertha LeRoy,female,0,0,106.425
535,0,3,Mr. Samuel Beard Risien,male,0,0,14.5
536,1,1,Miss. Hedwig Margaritha Frolicher,female,0,2,49.5
537,1,1,Miss. Harriet R Crosby,female,0,2,71.0
538,0,3,Miss. Ingeborg Constanzia Andersson,female,4,2,31.275
539,0,3,Miss. Sigrid Elisabeth Andersson,female,4,2,31.275
540,1,2,Mr. Edward Beane,male,1,0,26.0
541,0,1,Mr. Walter Donald Douglas,male,1,0,106.425
542,0,1,Mr. Arthur Ernest Nicholson,male,0,0,26.0
543,1,2,Mrs. Edward (Ethel Clarke) Beane,female,1,0,26.0
544,1,2,Mr. Julian Padro y Manent,male,0,0,13.8625
545,0,3,Mr. Frank John Goldsmith,male,1,1,20.525
546,1,2,Master. John Morgan Jr Davies,male,1,1,36.75
547,1,1,Mr. John Borland Jr Thayer,male,0,2,110.8833
548,0,2,Mr. Percival James R Sharp,male,0,0,26.0
549,0,3,Mr. Timothy O'Brien,male,0,0,7.8292
550,1,3,Mr. Fahim Leeni,male,0,0,7.225
551,1,3,Miss. Velin Ohman,female,0,0,7.775
552,0,1,Mr. George Wright,male,0,0,26.55
553,1,1,Lady. (Lucille Christiana Sutherland)Duff Gordon,female,1,0,39.6
554,0,1,Mr. Victor Robbins,male,0,0,227.525
555,1,1,Mrs. Emil (Tillie Mandelbaum) Taussig,female,1,1,79.65
556,1,3,Mrs. Guillaume Joseph (Emma) de Messemaeker,female,1,0,17.4
557,0,3,Mr. Thomas Rowan Morrow,male,0,0,7.75
558,0,3,Mr. Husein Sivic,male,0,0,7.8958
559,0,2,Mr. Robert Douglas Norman,male,0,0,13.5
560,0,3,Mr. John Simmons,male,0,0,8.05
561,0,3,Miss. (Marion Ogden) Meanwell,female,0,0,8.05
562,0,3,Mr. Alfred J Davies,male,2,0,24.15
563,0,3,Mr. Ilia Stoytcheff,male,0,0,7.8958
564,0,3,Mrs. Nils (Alma Cornelia Berglund) Palsson,female,0,4,21.075
565,0,3,Mr. Tannous Doharr,male,0,0,7.2292
566,1,3,Mr. Carl Jonsson,male,0,0,7.8542
567,1,2,Mr. George Harris,male,0,0,10.5
568,1,1,Mrs. Edward Dale (Charlotte Lamson) Appleton,female,2,0,51.4792
569,1,1,Mr. John Irwin Flynn,male,0,0,26.3875
570,1,3,Miss. Mary Kelly,female,0,0,7.75
571,0,3,Mr. Alfred George John Rush,male,0,0,8.05
572,0,3,Mr. George Patchett,male,0,0,14.5
573,1,2,Miss. Ethel Garside,female,0,0,13.0
574,1,1,Mrs. William Baird (Alice Munger) Silvey,female,1,0,55.9
575,0,3,Mrs. Joseph (Maria Elias) Caram,female,1,0,14.4583
576,1,3,Mr. Eiriik Jussila,male,0,0,7.925
577,1,2,Miss. Julie Rachel Christy,female,1,1,30.0
578,1,1,Mrs. John Borland (Marian Longstreth Morris) Thayer,female,1,1,110.8833
579,0,2,Mr. William James Downton,male,0,0,26.0
580,0,1,Mr. John Hugo Ross,male,0,0,40.125
581,0,3,Mr. Uscher Paulner,male,0,0,8.7125
582,1,1,Miss. Ruth Taussig,female,0,2,79.65
583,0,2,Mr. John Denzil Jarvis,male,0,0,15.0
584,1,1,Mr. Maxmillian Frolicher-Stehli,male,1,1,79.2
585,0,3,Mr. Eliezer Gilinski,male,0,0,8.05
586,0,3,Mr. Joseph Murdlin,male,0,0,8.05
587,0,3,Mr. Matti Rintamaki,male,0,0,7.125
588,1,1,Mrs. Walter Bertram (Martha Eustis) Stephenson,female,1,0,78.2667
589,0,3,Mr. William James Elsbury,male,0,0,7.25
590,0,3,Miss. Mary Bourke,female,0,2,7.75
591,0,2,Mr. John Henry Chapman,male,1,0,26.0
592,0,3,Mr. Jean Baptiste Van Impe,male,1,1,24.15
593,1,2,Miss. Jessie Wills Leitch,female,0,0,33.0
594,0,3,Mr. Alfred Johnson,male,0,0,0.0
595,0,3,Mr. Hanna Boulos,male,0,0,7.225
596,1,1,Sir. Cosmo Edmund Duff Gordon,male,1,0,56.9292
597,1,2,Mrs. Sidney Samuel (Amy Frances Christy) Jacobsohn,female,2,1,27.0
598,0,3,Mr. Petco Slabenoff,male,0,0,7.8958
599,0,1,Mr. Charles H Harrington,male,0,0,42.4
600,0,3,Mr. Ernst William Torber,male,0,0,8.05
601,1,1,Mr. Harry Homer,male,0,0,26.55
602,0,3,Mr. Edvard Bengtsson Lindell,male,1,0,15.55
603,0,3,Mr. Milan Karaic,male,0,0,7.8958
604,1,1,Mr. Robert Williams Daniel,male,0,0,30.5
605,1,2,Mrs. Joseph (Juliette Marie Louise Lafargue) Laroche,female,1,2,41.5792
606,1,1,Miss. Elizabeth W Shutes,female,0,0,153.4625
607,0,3,Mrs. Anders Johan (Alfrida Konstantia Brogren) Andersson,female,1,5,31.275
608,0,3,Mr. Jose Neto Jardin,male,0,0,7.05
609,1,3,Miss. Margaret Jane Murphy,female,1,0,15.5
610,0,3,Mr. John Horgan,male,0,0,7.75
611,0,3,Mr. William Alfred Brocklebank,male,0,0,8.05
612,1,2,Miss. Alice Herman,female,1,2,65.0
613,0,3,Mr. Ernst Gilbert Danbom,male,1,1,14.4
614,0,3,Mrs. William Arthur (Cordelia K Stanlick) Lobb,female,1,0,16.1
615,1,2,Miss. Marion Louise Becker,female,2,1,39.0
616,0,2,Mr. Lawrence Gavey,male,0,0,10.5
617,0,3,Mr. Antoni Yasbeck,male,1,0,14.4542
618,1,1,Mr. Edwin Nelson Jr Kimball,male,1,0,52.5542
619,1,3,Mr. Sahid Nakid,male,1,1,15.7417
620,0,3,Mr. Henry Damsgaard Hansen,male,0,0,7.8542
621,0,3,Mr. David John Bowen,male,0,0,16.1
622,0,1,Mr. Frederick Sutton,male,0,0,32.3208
623,0,2,Rev. Charles Leonard Kirkland,male,0,0,12.35
624,1,1,Miss. Gretchen Fiske Longley,female,0,0,77.9583
625,0,3,Mr. Guentcho Bostandyeff,male,0,0,7.8958
626,0,3,Mr. Patrick D O'Connell,male,0,0,7.7333
627,1,1,Mr. Algernon Henry Wilson Barkworth,male,0,0,30.0
628,0,3,Mr. Johan Svensson Lundahl,male,0,0,7.0542
629,1,1,Dr. Max Stahelin-Maeglin,male,0,0,30.5
630,0,1,Mr. William Henry Marsh Parr,male,0,0,0.0
631,0,3,Miss. Mabel Skoog,female,3,2,27.9
632,1,2,Miss. Mary Davis,female,0,0,13.0
633,0,3,Mr. Antti Gustaf Leinonen,male,0,0,7.925
634,0,2,Mr. Harvey Collyer,male,1,1,26.25
635,0,3,Mrs. Juha (Maria Emilia Ojala) Panula,female,0,5,39.6875
636,0,3,Mr. Percival Thorneycroft,male,1,0,16.1
637,0,3,Mr. Hans Peder Jensen,male,0,0,7.8542
638,1,1,Mlle. Emma Sagesser,female,0,0,69.3
639,0,3,Miss. Margit Elizabeth Skoog,female,3,2,27.9
640,1,3,Mr. Choong Foo,male,0,0,56.4958
641,1,3,Miss. Eugenie Baclini,female,2,1,19.2583
642,1,1,Mr. Henry Sleeper Harper,male,1,0,76.7292
643,0,3,Mr. Liudevit Cor,male,0,0,7.8958
644,1,1,Col. Oberst Alfons Simonius-Blumer,male,0,0,35.5
645,0,3,Mr. Edward Willey,male,0,0,7.55
646,1,3,Miss. Amy Zillah Elsie Stanley,female,0,0,7.55
647,0,3,Mr. Mito Mitkoff,male,0,0,7.8958
648,1,2,Miss. Elsie Doling,female,0,1,23.0
649,0,3,Mr. Johannes Halvorsen Kalvik,male,0,0,8.4333
650,1,3,Miss. Hanora O'Leary,female,0,0,7.8292
651,0,3,Miss. Hanora Hegarty,female,0,0,6.75
652,0,2,Mr. Leonard Mark Hickman,male,2,0,73.5
653,0,3,Mr. Alexander Radeff,male,0,0,7.8958
654,0,3,Mrs. John (Catherine) Bourke,female,1,1,15.5
655,0,2,Mr. George Floyd Eitemiller,male,0,0,13.0
656,0,1,Mr. Arthur Webster Newell,male,0,2,113.275
657,1,1,Dr. Henry William Frauenthal,male,2,0,133.65
658,0,3,Mr. Mohamed Badt,male,0,0,7.225
659,0,1,Mr. Edward Pomeroy Colley,male,0,0,25.5875
660,0,3,Mr. Peju Coleff,male,0,0,7.4958
661,1,3,Mr. Eino William Lindqvist,male,1,0,7.925
662,0,2,Mr. Lewis Hickman,male,2,0,73.5
663,0,2,Mr. Reginald Fenton Butler,male,0,0,13.0
664,0,3,Mr. Knud Paust Rommetvedt,male,0,0,7.775
665,0,3,Mr. Jacob Cook,male,0,0,8.05
666,1,1,Mrs. Elmer Zebley (Juliet Cummins Wright) Taylor,female,1,0,52.0
667,1,2,Mrs. Thomas William Solomon (Elizabeth Catherine Ford) Brown,female,1,1,39.0
668,0,1,Mr. Thornton Davidson,male,1,0,52.0
669,0,2,Mr. Henry Michael Mitchell,male,0,0,10.5
670,1,2,Mr. Charles Wilhelms,male,0,0,13.0
671,0,2,Mr. Ennis Hastings Watson,male,0,0,0.0
672,0,3,Mr. Gustaf Hjalmar Edvardsson,male,0,0,7.775
673,0,3,Mr. Frederick Charles Sawyer,male,0,0,8.05
674,1,3,Miss. Anna Sofia Turja,female,0,0,9.8417
675,0,3,Mrs. Frederick (Augusta Tyler) Goodwin,female,1,6,46.9
676,1,1,Mr. Thomas Drake Martinez Cardeza,male,0,1,512.3292
677,0,3,Miss. Katie Peters,female,0,0,8.1375
678,1,1,Mr. Hammad Hassab,male,0,0,76.7292
679,0,3,Mr. Thor Anderson Olsvigen,male,0,0,9.225
680,0,3,Mr. Charles Edward Goodwin,male,5,2,46.9
681,0,2,Mr. Thomas William Solomon Brown,male,1,1,39.0
682,0,2,Mr. Joseph Philippe Lemercier Laroche,male,1,2,41.5792
683,0,3,Mr. Jaako Arnold Panula,male,4,1,39.6875
684,0,3,Mr. Branko Dakic,male,0,0,10.1708
685,0,3,Mr. Eberhard Thelander Fischer,male,0,0,7.7958
686,1,1,Miss. Georgette Alexandra Madill,female,0,1,211.3375
687,1,1,Mr. Albert Adrian Dick,male,1,0,57.0
688,1,3,Miss. Manca Karun,female,0,1,13.4167
689,1,3,Mr. Ali Lam,male,0,0,56.4958
690,0,3,Mr. Khalil Saad,male,0,0,7.225
691,0,1,Col. John Weir,male,0,0,26.55
692,0,2,Mr. Charles Henry Chapman,male,0,0,13.5
693,0,3,Mr. James Kelly,male,0,0,8.05
694,1,3,Miss. Katherine Mullens,female,0,0,7.7333
695,0,1,Mr. John Borland Thayer,male,1,1,110.8833
696,0,3,Mr. Adolf Mathias Nicolai Olsen Humblen,male,0,0,7.65
697,1,1,Mrs. John Jacob (Madeleine Talmadge Force) Astor,female,1,0,227.525
698,1,1,Mr. Spencer Victor Silverthorne,male,0,0,26.2875
699,0,3,Miss. Saiide Barbara,female,0,1,14.4542
700,0,3,Mr. Martin Gallagher,male,0,0,7.7417
701,0,3,Mr. Henrik Juul Hansen,male,1,0,7.8542
702,0,2,Mr. Henry Samuel Morley,male,0,0,26.0
703,1,2,Mrs. Florence Kelly,female,0,0,13.5
704,1,1,Mr. Edward Pennington Calderhead,male,0,0,26.2875
705,1,1,Miss. Alice Cleaver,female,0,0,151.55
706,1,3,Master. Halim Gonios Moubarek,male,1,1,15.2458
707,1,1,Mlle. Berthe Antonine Mayne,female,0,0,49.5042
708,0,1,Mr. Herman Klaber,male,0,0,26.55
709,1,1,Mr. Elmer Zebley Taylor,male,1,0,52.0
710,0,3,Mr. August Viktor Larsson,male,0,0,9.4833
711,0,2,Mr. Samuel Greenberg,male,0,0,13.0
712,0,3,Mr. Peter Andreas Lauritz Andersen Soholt,male,0,0,7.65
713,1,1,Miss. Caroline Louise Endres,female,0,0,227.525
714,1,2,Miss. Edwina Celia Troutt,female,0,0,10.5
715,0,3,Mr. Malkolm Joackim Johnson,male,0,0,7.775
716,1,2,Miss. Annie Jessie Harper,female,0,1,33.0
717,0,3,Mr. Svend Lauritz Jensen,male,1,0,7.0542
718,0,2,Mr. William Henry Gillespie,male,0,0,13.0
719,0,2,Mr. Henry Price Hodges,male,0,0,13.0
720,1,1,Mr. Norman Campbell Chambers,male,1,0,53.1
721,0,3,Mr. Luka Oreskovic,male,0,0,8.6625
722,1,2,Mrs. Peter Henry (Lillian Jefferys) Renouf,female,3,0,21.0
723,1,3,Miss. Margareth Mannion,female,0,0,7.7375
724,0,2,Mr. Kurt Arnold Gottfrid Bryhl,male,1,0,26.0
725,0,3,Miss. Pieta Sofia Ilmakangas,female,1,0,7.925
726,1,1,Miss. Elisabeth Walton Allen,female,0,0,211.3375
727,0,3,Mr. Houssein G N Hassan,male,0,0,18.7875
728,0,2,Mr. Robert J Knight,male,0,0,0.0
729,0,2,Mr. William John Berriman,male,0,0,13.0
730,0,2,Mr. Moses Aaron Troupiansky,male,0,0,13.0
731,0,3,Mr. Leslie Williams,male,0,0,16.1
732,0,3,Mrs. Edward (Margaret Ann Watson) Ford,female,1,3,34.375
733,1,1,Mr. Gustave J Lesurer,male,0,0,512.3292
734,0,3,Mr. Kanio Ivanoff,male,0,0,7.8958
735,0,3,Mr. Minko Nankoff,male,0,0,7.8958
736,1,1,Mr. Walter James Hawksford,male,0,0,30.0
737,0,1,Mr. Tyrell William Cavendish,male,1,0,78.85
738,1,1,Miss. Susan Parker Ryerson,female,2,2,262.375
739,0,3,Mr. Neal McNamee,male,1,0,16.1
740,1,3,Mr. Juho Stranden,male,0,0,7.925
741,0,1,Capt. Edward Gifford Crosby,male,1,1,71.0
742,0,3,Mr. Rossmore Edward Abbott,male,1,1,20.25
743,1,2,Miss. Anna Sinkkonen,female,0,0,13.0
744,0,1,Mr. Daniel Warner Marvin,male,1,0,53.1
745,0,3,Mr. Michael Connaghton,male,0,0,7.75
746,1,2,Miss. Joan Wells,female,1,1,23.0
747,1,3,Master. Meier Moor,male,0,1,12.475
748,0,3,Mr. Johannes Joseph Vande Velde,male,0,0,9.5
749,0,3,Mr. Lalio Jonkoff,male,0,0,7.8958
750,1,2,Mrs. Samuel (Jane Laver) Herman,female,1,2,65.0
751,1,2,Master. Viljo Hamalainen,male,1,1,14.5
752,0,3,Mr. August Sigfrid Carlsson,male,0,0,7.7958
753,0,2,Mr. Percy Andrew Bailey,male,0,0,11.5
754,0,3,Mr. Thomas Leonard Theobald,male,0,0,8.05
755,1,1,the Countess. of (Lucy Noel Martha Dyer-Edwards) Rothes,female,0,0,86.5
756,0,3,Mr. John Garfirth,male,0,0,14.5
757,0,3,Mr. Iisakki Antino Aijo Nirva,male,0,0,7.125
758,1,3,Mr. Hanna Assi Barah,male,0,0,7.2292
759,1,1,Mrs. William Ernest (Lucile Polk) Carter,female,1,2,120.0
760,0,3,Mr. Hans Linus Eklund,male,0,0,7.775
761,1,1,Mrs. John C (Anna Andrews) Hogeboom,female,1,0,77.9583
762,0,1,Dr. Arthur Jackson Brewe,male,0,0,39.6
763,0,3,Miss. Mary Mangan,female,0,0,7.75
764,0,3,Mr. Daniel J Moran,male,1,0,24.15
765,0,3,Mr. Daniel Danielsen Gronnestad,male,0,0,8.3625
766,0,3,Mr. Rene Aime Lievens,male,0,0,9.5
767,0,3,Mr. Niels Peder Jensen,male,0,0,7.8542
768,0,2,Mrs. (Mary) Mack,female,0,0,10.5
769,0,3,Mr. Dibo Elias,male,0,0,7.225
770,1,2,Mrs. Elizabeth (Eliza Needs) Hocking,female,1,3,23.0
771,0,3,Mr. Pehr Fabian Oliver Malkolm Myhrman,male,0,0,7.75
772,0,3,Mr. Roger Tobin,male,0,0,7.75
773,1,3,Miss. Virginia Ethel Emanuel,female,0,0,12.475
774,0,3,Mr. Thomas J Kilgannon,male,0,0,7.7375
775,1,1,Mrs. Edward Scott (Elisabeth Walton McMillan) Robert,female,0,1,211.3375
776,1,3,Miss. Banoura Ayoub,female,0,0,7.2292
777,1,1,Mrs. Albert Adrian (Vera Gillespie) Dick,female,1,0,57.0
778,0,1,Mr. Milton Clyde Long,male,0,0,30.0
779,0,3,Mr. Andrew G Johnston,male,1,2,23.45
780,0,3,Mr. William Ali,male,0,0,7.05
781,0,3,Mr. Abraham (David Lishin) Harmer,male,0,0,7.25
782,1,3,Miss. Anna Sofia Sjoblom,female,0,0,7.4958
783,0,3,Master. George Hugh Rice,male,4,1,29.125
784,1,3,Master. Bertram Vere Dean,male,1,2,20.575
785,0,1,Mr. Benjamin Guggenheim,male,0,0,79.2
786,0,3,Mr. Andrew Keane,male,0,0,7.75
787,0,2,Mr. Alfred Gaskell,male,0,0,26.0
788,0,3,Miss. Stella Anna Sage,female,8,2,69.55
789,0,1,Mr. William Fisher Hoyt,male,0,0,30.6958
790,0,3,Mr. Ristiu Dantcheff,male,0,0,7.8958
791,0,2,Mr. Richard Otter,male,0,0,13.0
792,1,1,Dr. Alice (Farnham) Leader,female,0,0,25.9292
793,1,3,Mrs. Mara Osman,female,0,0,8.6833
794,0,3,Mr. Yousseff Ibrahim Shawah,male,0,0,7.2292
795,0,3,Mrs. Jean Baptiste (Rosalie Paula Govaert) Van Impe,female,1,1,24.15
796,0,2,Mr. Martin Ponesell,male,0,0,13.0
797,1,2,Mrs. Harvey (Charlotte Annie Tate) Collyer,female,1,1,26.25
798,1,1,Master. William Thornton II Carter,male,1,2,120.0
799,1,3,Master. Assad Alexander Thomas,male,0,1,8.5167
800,1,3,Mr. Oskar Arvid Hedman,male,0,0,6.975
801,0,3,Mr. Karl Johan Johansson,male,0,0,7.775
802,0,1,Mr. Thomas Jr Andrews,male,0,0,0.0
803,0,3,Miss. Ellen Natalia Pettersson,female,0,0,7.775
804,0,2,Mr. August Meyer,male,0,0,13.0
805,1,1,Mrs. Norman Campbell (Bertha Griggs) Chambers,female,1,0,53.1
806,0,3,Mr. William Alexander,male,0,0,7.8875
807,0,3,Mr. James Lester,male,0,0,24.15
808,0,2,Mr. Richard James Slemen,male,0,0,10.5
809,0,3,Miss. Ebba Iris Alfrida Andersson,female,4,2,31.275
810,0,3,Mr. Ernest Portage Tomlin,male,0,0,8.05
811,0,1,Mr. Richard Fry,male,0,0,0.0
812,0,3,Miss. Wendla Maria Heininen,female,0,0,7.925
813,0,2,Mr. Albert Mallet,male,1,1,37.0042
814,0,3,Mr. John Fredrik Alexander Holm,male,0,0,6.45
815,0,3,Master. Karl Thorsten Skoog,male,3,2,27.9
816,1,1,Mrs. Charles Melville (Clara Jennings Gregg) Hays,female,1,1,93.5
817,1,3,Mr. Nikola Lulic,male,0,0,8.6625
818,0,1,Jonkheer. John George Reuchlin,male,0,0,0.0
819,1,3,Mrs. (Beila) Moor,female,0,1,12.475
820,0,3,Master. Urho Abraham Panula,male,4,1,39.6875
821,0,3,Mr. John Flynn,male,0,0,6.95
822,0,3,Mr. Len Lam,male,0,0,56.4958
823,1,2,Master. Andre Mallet,male,0,2,37.0042
824,1,3,Mr. Thomas Joseph McCormack,male,0,0,7.75
825,1,1,Mrs. George Nelson (Martha Evelyn) Stone,female,0,0,80.0
826,1,3,Mrs. Antoni (Selini Alexander) Yasbeck,female,1,0,14.4542
827,1,2,Master. George Sibley Richards,male,1,1,18.75
828,0,3,Mr. Amin Saad,male,0,0,7.2292
829,0,3,Mr. Albert Augustsson,male,0,0,7.8542
830,0,3,Mr. Owen George Allum,male,0,0,8.3
831,1,1,Miss. Sara Rebecca Compton,female,1,1,83.1583
832,0,3,Mr. Jakob Pasic,male,0,0,8.6625
833,0,3,Mr. Maurice Sirota,male,0,0,8.05
834,1,3,Mr. Chang Chip,male,0,0,56.4958
835,1,1,Mr. Pierre Marechal,male,0,0,29.7
836,0,3,Mr. Ilmari Rudolf Alhomaki,male,0,0,7.925
837,0,2,Mr. Thomas Charles Mudd,male,0,0,10.5
838,1,1,Miss. Augusta Serepeca,female,0,0,31.0
839,0,3,Mr. Peter L Lemberopolous,male,0,0,6.4375
840,0,3,Mr. Jeso Culumovic,male,0,0,8.6625
841,0,3,Mr. Anthony Abbing,male,0,0,7.55
842,0,3,Mr. Douglas Bullen Sage,male,8,2,69.55
843,0,3,Mr. Marin Markoff,male,0,0,7.8958
844,0,2,Rev. John Harper,male,0,1,33.0
845,1,1,Mrs. Samuel L (Edwiga Grabowska) Goldenberg,female,1,0,89.1042
846,0,3,Master. Sigvard Harald Elias Andersson,male,4,2,31.275
847,0,3,Mr. Johan Svensson,male,0,0,7.775
848,0,3,Miss. Nourelain Boulos,female,1,1,15.2458
849,1,1,Miss. Mary Conover Lines,female,0,1,39.4
850,0,2,Mrs. Ernest Courtenay (Lilian Hughes) Carter,female,1,0,26.0
851,1,3,Mrs. Sam (Leah Rosen) Aks,female,0,1,9.35
852,1,1,Mrs. George Dennick (Mary Hitchcock) Wick,female,1,1,164.8667
853,1,1,Mr. Peter Denis Daly,male,0,0,26.55
